block,phase,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on,lp_vf,cum_lvr_vf,cum_noise_vf
125,0,4517189999999999541248,4508388319753973145589,4508388319753973145589,0,1,441893801809665301,9273402615194774332856621,9273402615194774332856621,12012464852976205785385,12012464852976205785385,0,9274458362087333578701826,11290333440167864296450,294159481396417636226
126,0,4490880000000000000000,4477419994681278539579,4477419994681278539579,0,1,290379360994106814,9246363110045254973877725,9246363110045254973877725,12029963973806319897689,12029963973806319897689,0,9247422811344358074606519,11303873864524954449636,297212640572674160579
127,0,4501899999999999606784,4528510928328174535588,4528510928328174535588,0,1,115979954776750952,9257730577947816738375112,9257730577947816738375112,12064368152560058402055,12064368152560058402055,0,9258802943732607220882687,11332784503202420750186,303092027724603245787
128,0,4487459999999999868928,4513856868636487381860,4513856868636487381860,0,1,299363052298842430,9242871020133518196993445,9242871020133518196993445,12160176366100188564151,12160176366100188564151,0,9243957792790061362379394,11418758459807697078027,309402675853302394694
129,0,4458540000000000131072,4439428123731042025262,4439428123731042025262,0,1,214680013671701279,9213021093373410423662877,9213021093373410423662877,12335274563062937991681,12335274563062937991681,0,9214120498121168645111839,11581883526497903981628,313552380914533604937
130,0,4470600000000000262144,4490167050455202724161,4490167050455202724161,0,1,128207825693919380,9225473641606402744132019,9225473641606402744132019,12391733066986182032820,12391733066986182032820,0,9226587664621188168864284,11630205458976992055119,318569010501361433679
131,0,4489810000000000196608,4509280397219999298673,4509280397219999298673,0,1,80511813029914023,9245272748830367526256074,9245272748830367526256074,12391740374967778177835,12391740374967778177835,0,9246395173634775950385977,11630205458976992055119,324541900025494210916
132,0,4534149999999999541248,4554293327548881895005,4554293327548881895005,0,1,149685692723011986,9290813417911812223418120,9290813417911812223418120,12426871854175732874476,12426871854175732874476,0,9291951602295137393330260,11658336344586528146867,329467552530712951009
133,0,4608109999999999803392,4606535543422941581054,4606535543422941581054,0,1,295493811083826422,9366258832850940694238917,9366258832850940694238917,12588442426126164119765,12588442426126164119765,0,9367420221762862519907793,11806471826764814906199,329864482081450180034
134,0,4552449999999999672320,4566041985691900811795,4566041985691900811795,0,1,427998340471991379,9309531051031904195702380,9309531051031904195702380,12750764033033943511544,12750764033033943511544,0,9310703151465875444108444,11954583891555210492555,333459843659188281182
135,0,4534290000000000196608,4558907036186978750655,4558907036186978750655,0,1,219166857771264837,9290968078433111316725734,9290968078433111316725734,12807317684973447501290,12807317684973447501290,0,9292152606309972033696059,12002852056418808954445,339918530454727154218
136,0,4489140000000000393216,4507150542316167515036,4507150542316167515036,0,1,183114046568742271,9244579790291685151605204,9244579790291685151605204,13082149195048006560961,13082149195048006560961,0,9245778584073338400167700,12261714611978486049508,344103640360777678176
137,0,4516369999999999672320,4508465074501156519554,4508465074501156519554,0,1,56533986367117452,9272560030165262219362309,9272560030165262219362309,13086989007797261008256,13086989007797261008256,0,9273766652756362727658078,12264274273837462677707,346052321319319300932
138,0,4539560000000000262144,4548760475858230118459,4548760475858230118459,0,1,50142508093316955,9296336443827162032087502,9296336443827162032087502,13141887056980476466335,13141887056980476466335,0,9297554630065235323935227,12312629049484970315480,347974071775802680221
139,0,4535609999999999934464,4544721066632246051283,4544721066632246051283,0,1,137221285125802448,9292290976664585744691244,9292290976664585744691244,13151623190729597450807,13151623190729597450807,0,9293513474636555522309108,12319499273247911600475,349953569732481997819
140,0,4574329999999999934464,4547623167432456126857,4547623167432456126857,0,1,113877016463440063,9331905612142884465910982,9331905612142884465910982,13200814473079574711392,13200814473079574711392,0,9333143917497798469369330,12363122012333513994098,354977973689003849546
141,0,4676130000000000196608,4666340513029319801509,4666340513029319801509,0,1,128991308251346577,9435138000953141106256448,9435138000953141106256448,14116651811908213541591,14116651811908213541591,0,9436412416907756331288963,13258228235950863300497,356572307731109125507
142,0,4726180000000000393216,4706376563003994362349,4706376563003994362349,0,1,518802009924639920,9485512838976587453096107,9485512838976587453096107,14309162347789612893798,14309162347789612893798,0,9486813713610879096749802,13436099692426575593368,361468850930407792040
143,0,4686950000000000065536,4685616408461093561442,4685616408461093561442,0,1,590311370497056795,9446042488389527074364444,9446042488389527074364444,14329363418443468730707,14329363418443468730707,0,9447343040662422688386857,13451511438476681580309,361797184670705715261
144,0,4693159999999999737856,4692644664585401665519,4692644664585401665519,0,1,458372209439631823,9452298128293815441409313,9452298128293815441409313,14332420954520463130866,14332420954520463130866,0,9453601384242486677480798,13452841369218545572940,361915050606530515897
145,0,4681659999999999606784,4688716515156968024742,4688716515156968024742,0,1,475721684375933517,9440712852404193777951633,9440712852404193777951633,14338902380858465611022,14338902380858465611022,0,9442018130350173810584933,13457118599399905141618,363331551920243636109
146,0,4712569999999999934464,4718322974453247375169,4718322974453247375169,0,1,445290528151774082,9471826144320838058228894,9471826144320838058228894,14369390794835024547868,14369390794835024547868,0,9473140871535604345900661,13483459760287921555073,364327208170439666473
147,0,4515020000000000655360,4511129974804691598480,4511129974804691598480,0,1,530841913288501016,9271171388481676986307582,9271171388481676986307582,16617575818533747198874,16617575818533747198874,0,9272494052033370034562233,15696722850451395110437,365006057332455526365
148,0,4482130000000000196608,4487755601494547109508,4487755601494547109508,0,2,332801746966309321,9237342355634609715943371,9237342355634609715943371,16665602357542345125596,16665602357542345125596,0,9238672272087278123883217,15734777524501941375203,366974276263354607417
149,0,4450749999999999803392,4431506434155599802317,4431506434155599802317,0,2,380378208182718115,9204969409099016427482073,9204969409099016427482073,16744488736142248629598,16744488736142248629598,0,9206312602269983027409492,15801900019477658490036,373114123245352175070
150,0,4446749999999999803392,4452026054097062613367,4452026054097062613367,0,2,485229276217470558,9200812135265353248732320,9200812135265353248732320,16758050457717533493881,16758050457717533493881,0,9202161499217716581606019,15810422642574953763337,374841322870873760016
151,0,4465720000000000262144,4457325828706216061195,4457325828706216061195,0,2,384293118823564709,9220419210777444198621883,9220419210777444198621883,16768921426806778514546,16768921426806778514546,0,9221778063945826077400463,15817207945251994109453,377352293641495623019
152,0,4489409999999999672320,4515194148933885608758,4515194148933885608758,0,2,356365240663170276,9244877168565683031033235,9244877168565683031033235,16828367884731858827474,16828367884731858827474,0,9246254524799103018175448,15868350891625544673941,383943375420935559498
153,0,4448979999999999344640,4447429718680280441634,4447429718680280441634,0,2,78755295369771775,9203117425217574748896406,9203117425217574748896406,17079443054865610256663,17079443054865610256663,0,9204507218831152160848173,16101146764774025077339,384370556328792029959
154,0,4516249999999999934464,4527064118935300759688,4527064118935300759688,0,2,281557943932454360,9272439916019890735883123,9272439916019890735883123,17352745268188840831646,17352745268188840831646,0,9273864137602707763828357,16353599597187208902378,387582741847806145819
155,0,4527859999999999868928,4541168931301375831675,4541168931301375831675,0,2,17175011181030634,9284354034145521984034695,9284354034145521984034695,17352781131298652190086,17352781131298652190086,0,9285783326564884871635787,16353599597187208902378,390756286661439574608
156,0,4452449999999999672320,4466995505077536589630,4466995505077536589630,0,2,62252005308529915,9206717832406043399139646,9206717832406043399139646,17800772448629352746973,17800772448629352746973,0,9208166521819845249151997,16767609688611084166434,395111162339278683749
157,0,4428140000000000131072,4430234489919050412583,4430234489919050412583,0,2,173763725463676252,9181537529194290247590742,9181537529194290247590742,17888369926430100322175,17888369926430100322175,0,9182995493755294806192519,16842720573277546516071,395796029227211266067
158,0,4375289999999999934464,4359297672077169388508,4359297672077169388508,0,2,269568520539610155,9126597125736208846340365,9126597125736208846340365,18066045886884994806711,18066045886884994806711,0,9128068533792471430976026,17003327599611287197600,400800012946707082515
159,0,4317040000000000000000,4319677835112265845558,4319677835112265845558,0,2,423252893436254306,9065625754774679978921816,9065625754774679978921816,18173571949435882855911,18173571949435882855911,0,9067102640804401837569636,17096634310685323281914,401705761579709543209
160,0,4340870000000000065536,4352316650171701052914,4352316650171701052914,0,2,494086511622278496,9090619840675138149123481,9090619840675138149123481,18200787993146713939515,18200787993146713939515,0,9092111567421524770833368,17116810424655570116103,405467478894386438799
161,0,4371270000000000589824,4391193209260294819241,4391193209260294819241,0,2,335048046871488972,9122411710428740707254888,9122411710428740707254888,18222318878422429412490,18222318878422429412490,0,9123920813136941350064140,17132419573111188590890,411660543279705491196
162,0,4349699999999999868928,4354618555367407561627,4354618555367407561627,0,2,162991404057454997,9099854570090291889505907,9099854570090291889505907,18324849632282683313124,18324849632282683313124,0,9101374125327006402292814,17222258052424699026644,413174092873131124762
163,0,4325960000000000262144,4342116328733573169246,4342116328733573169246,0,2,267455571370660759,9075002098678744863182849,9075002098678744863182849,18374306975183381107349,18374306975183381107349,0,9076530839106669260177685,17263232142823394896489,417992431168033092989
164,0,4345140000000000393216,4356254484291285457237,4356254484291285457237,0,2,302653409468379290,9095089378903440478412990,9095089378903440478412990,18374857885029497344080,18374857885029497344080,0,9096625252936677604852712,17263232142823394896489,420939952369034147181
165,0,4105300000000000393216,4126498697671959382634,4126498697671959382634,0,2,224398826125408644,8840536462786610734816431,8840536462786610734816431,22265519112511201202670,22265519112511201202670,0,8842094185352693896122963,21094918663192075103033,426305396202625610864
166,0,3998130000000000196608,3985284228260382308252,3985284228260382308252,0,2,643891755897027339,8724363413905130746152401,8724363413905130746152401,23354689279241270402402,23354689279241270402402,0,8725964754787351332473032,22126719098321238891852,432180204513129922727
167,0,3836620000000000131072,3842662933692012919670,3842239239366216732084,5754712594566406,2,747247330993014174,8546794008734391849134871,8546321760296073425033339,24426812366502329445065,24898715891871982552922,344912948770993674,8547976007732715006913287,23590042128623177718374,435430286792169653461
168,0,3797139999999999868928,3810978383119727891681,3810508123080064480506,20754712594566406,2,813791527532687684,8503244483285105263874450,8502246762710059048248997,24426812366502329445065,25046877841986150461938,1268227145168110330,8503930825678750040538504,23709121337750798972037,444268065979713897214
