block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
443,3,21060049179390209567836,20760848709789518882084,20755957482134523233578,0,1,300225378618038485,16160335630116318609528628,15897608490790636561171252,33127419043649622540978,47921181918764779015823,53798183048194111202934
444,3,21299301932349965554931,21209194723242648251392,21207710321537225965450,0,1,123409651609018961,16251491747965613977061243,15987270244870634400363429,34459313956875362905575,49255647953761443779054,53798183048194111202934
445,3,21473757339237039336099,21784322663756336061664,21789474127931379330490,0,1,387063628398421276,16318295160628971355785295,16053000084967768759057978,34772782644030279244198,49567512068093654379386,53798183048194111202934
446,3,21573558408092501676168,21854693100879835873665,21859354721179789386664,0,1,583265790776306506,16356092707480121057654196,16090180567009066602342878,34966026628271930000555,49766973451866748201516,53798183048194111202934
447,3,21336447944534538900856,21420009627212619534434,21422252599324326427902,20000000000000000,1,602440501676188409,16265972825546396813538781,16001200154359594601003402,36137058409932333858427,50939532888709235703274,54118447516850088934947
448,3,21185705836433552248594,21095085316468534155374,21093590697985104456186,0,1,179760643026648348,16208417663326032069706874,15944581425366299535653334,36382157885308374982369,51185255263001754489410,54118447516850088934947
449,3,20994190244150305257940,21265587329134060665452,21270092838223522351030,0,1,56841294670018973,16135286197402941669735586,15872650044882742000699663,36428517156881126699725,51229521915990748530589,54118447516850088934947
450,3,20803326557263967960032,21008855020817657870338,21012264429381655060475,0,1,66415166031639627,16061636495877068748233841,15800194665907609106627931,37398234941781171765332,52201934216130027020897,54118447516850088934947
451,3,21089563668861681423347,20830359849995112417321,20826111032027157300486,0,1,125862431432789291,16171870406159191704383928,15908637972573856815383512,37427953773330028297097,52228747132731155832793,54118447516850088934947
452,3,21375180462452711259384,21302148074119754869986,21300942745451171784136,0,1,245343549454121683,16280722864482889814849312,16015709217698420347485135,38784596417078164530538,53584478705780809769810,54118447516850088934947
453,3,21492712454328371696697,21652422459299008701929,21655070177963685797183,0,1,140234240248631102,16325509442656849350456042,16059769651425116694813199,38946456758766256321328,53745734019431018892002,54118447516850088934947
454,3,21736558532591874636169,21588317318358973138505,21585877115787829426550,0,1,329269082419109442,16417842592627117366090929,16150599305015153149988648,38977323469465210091544,53774213781899272530863,54118447516850088934947
455,3,21969024806111625819265,22190937111442338527186,22194618508039435470957,0,1,266013133502172678,16505512961933303153060908,16236846267309048229143879,39607813938154356649257,54402488476080024954813,54118447516850088934947
456,3,22133872751891568969418,22214664153541598160815,22216002259343631841410,0,1,527171727456351094,16567141357749168814382717,16297465566375880984258167,39621543400603280749619,54417790748455554946993,54118447516850088934947
457,3,22323048297553333113435,22001246656480745387093,21995980410649034981497,0,1,535195884784559140,16638200302344177045455288,16367381266364139516110150,39670808858708038207942,54465062157283190074851,54118447516850088934947
458,3,22466913397725565925559,22501679665142706144477,22502255174061091448843,0,1,288319989190043324,16691293282296898725591385,16419595832262038105026875,40586075649768757199153,55386130062968236063041,54118447516850088934947
459,3,22287850805487478099545,22154147906713956127315,22151945632157519887396,0,1,515311097708782488,16624715201532439786550692,16354103798604787764228380,40775532056955342001193,55573502310842135042249,54118447516850088934947
460,3,22142724656140861430802,22386591420856260067269,22390637954975161685508,0,1,187622135456174512,16570674842985646128292273,16300948766861774035896649,40776083038414057987798,55573855515977700049715,54118447516850088934947
461,3,22004403188644902732961,21936817804984064206347,21935702079174369344094,0,1,312280200148937727,16518608620656793788605450,16249722575022043060667472,41388337514565454932512,56188853766335730055413,54118447516850088934947
462,3,21836327842890156659205,21646721619356966252543,21643604973785486765991,0,1,44209384482519158,16455537955256144955289298,16187683044441148051215569,41431699536731060340913,56230570120161064818193,54118447516850088934947
463,3,21984097691752495779366,21756904159641588320463,21753174421322220525493,0,1,218314833500463471,16511188431220931210063321,16242429820593420274248324,41925332070619728107683,56725251720885102334739,54118447516850088934947
464,3,22181024084483851851381,22321070923914685707553,22323392007543333663301,0,1,120969491528900747,16584832892983626357843843,16314870912069126197467047,42698026008562386730164,57498928012551054289040,54118447516850088934947
465,3,22449557230490680709040,22188565156078021431934,22184284827891481069888,0,1,254477304042391530,16685125058831385785869941,16413537183893953363308876,42766736340181372671634,57564093105221325640973,54118447516850088934947
466,3,22625792564346877700135,22431149793080528493796,22427950161548676656904,0,1,143164343282796067,16750358471443401347194107,16477704525206542294847259,43563999079932845446305,58363963086226016370161,54118447516850088934947
467,3,22739446408894846868143,23005366525875605603275,23009779748828690934280,0,1,287489756507463113,16792503001846580510527204,16519167201895613190575979,43955127292758520867411,58756808406293855097790,54118447516850088934947
468,3,23032006353188873836912,23109033181539648384358,23110308837975772796369,0,1,521628668418317116,16899919804339964665606264,16624826981147491709816272,43957956702843999378271,58758745579713257931596,54118447516850088934947
469,3,23150622375439893465080,23040876856039457538703,23039067447954911626217,0,1,554200444982712361,16943405860550344801501523,16667605975325649330870602,43964804107154365021068,58765074291033689921294,54118447516850088934947
470,3,23288689920440902409249,23281891308574580406651,23281778835921912225421,0,1,471900932841410600,16993807195476546031146853,16717185325283016295821741,44207913603458268856708,59007750621572042752694,54118447516850088934947
471,3,23107709714615785371284,22730945259767766519529,22724788576192445728357,0,1,571763141050684314,16928219234229991248146335,16652683677598030938259814,44327239428849924090489,59124983106433365953740,54118447516850088934947
472,3,22903019643785480655840,22874944319077985482882,22874480186557682943109,0,1,17985273669254944,16852510532193768323585363,16578188759560149761996362,44447050017028636946983,59251462441050287979432,54118447516850088934947
473,3,22734737277886649258315,23017854125945739625928,23022553639326571016958,0,1,120161701400373240,16790801896626503844184472,16517495020125900387425163,44526384459322063657148,59328991224702548935521,54118447516850088934947
474,3,22458892340703537714217,22168480686644059718180,22163722670753097058076,0,1,220187422576955370,16688661859337815986124353,16417018640003154333976832,45787099680503964104744,60589868251783097240913,54118447516850088934947
475,3,22677116011803638440259,22504184345779109511009,22501339475235228572706,0,1,343247945149327727,16769311993683517430491033,16496348430744117394282940,46865791524647127590561,61671178320586893415378,54118447516850088934947
476,3,22788289234584999820605,23124642389978604159446,23130228802603621148202,0,1,91422247231615841,16810694994211029756253601,16537068535028105601337474,47196512826979099764047,62003106232410450709125,54118447516850088934947
477,3,23059278762441719337302,22940159914022888935291,22938196605050279435562,0,1,233586221372625356,16909955654586340213515631,16634700556112094721508564,47213448495953943535380,62022730925907348758468,54118447516850088934947
478,3,23376830287450918406735,23164803718915521336800,23161319577449594626316,0,1,111716888696817009,17026111431283055516195618,16748969499077192667650915,47970171117176993936692,62773908770098123458552,54118447516850088934947
479,3,23474572657442246560508,23108266625030585942148,23102277589251611685055,0,1,227743702249148142,17062019264921632749069207,16784304292538751783410589,48346503542309536696475,63152546851141135560002,54118447516850088934947
480,3,23797172755268664955029,23749055876805154597358,23748260907077000993379,0,1,179454145901665550,17178334566565734518400506,16898709278501693913269066,50199586189403525323457,65007777449966269720606,54118447516850088934947
481,3,23974535111348617331163,23878523691004077604394,23876939828803089315646,0,1,470724701419259184,17242257401384747517254775,16961592439313571698439905,50392035960610337389475,65198438235881238433436,54118447516850088934947
482,3,24080730822544468620493,23811163787429723335560,23806741355610981853294,0,1,513620844494010052,17280641640147523238457805,16999359688670031426875907,50545630886353830578226,65351919424197521266880,54118447516850088934947
483,3,23793245061715289567823,23758252229592439900574,23757673847140341226442,0,1,437927695064608975,17176912731895675742242531,16897310452191927649567288,50546847730430894992384,65352598632347690171815,54118447516850088934947
